자료ID,플랫폼,정리제목,제작자,원본URL,원래목록,활용주제,이전확인수준,기존요약,이번확인주장,이번선별검토,선별인사이트,적용조건,내경험질문,상세정리
EECgJPb6CMM,YouTube 영상,완벽을 버려야 성공한다? | Scale AI 알렉산더 왕의 완벽주의 탈출기,밸리걸,https://www.youtube.com/watch?v=EECgJPb6CMM,성장을 위한,고객·설득·브랜드 / 실행·지속·회복,자막 기반 요약,알렉산더 왕은 세상의 혼란스러움을 인정하며 완벽주의 대신 실용적인 접근 방식을 강조합니다. 그는 대부분의 상황에서 완벽함보다 속도를 우선시하며 80/20 법칙을 반복적으로 적용할 것을 권장합니다.,,없음,,,,sources/youtube/01-growth.md#EECgJPb6CMM
TLZIMMnEUfQ,YouTube 영상,지금 차기 미국 대통령 후보까지 거론되는 중… #영어인터뷰 #영어공부,Bagel English,https://www.youtube.com/watch?v=TLZIMMnEUfQ,성장을 위한,실행·지속·회복,자막 기반 요약,"조나단 김은 해군 실 출신이자 하버드 의대를 졸업한 NASA 우주비행사로, 불우한 가정 환경을 극복한 인물입니다. 그는 전사를 단순히 전투원이 아닌 자신의 분야에서 탁월함을 추구하며 세상에 긍정적인 영향을 미치는 사람으로 정의합니다.",,없음,,,,sources/youtube/01-growth.md#TLZIMMnEUfQ
4SszTTMGbyk,YouTube 영상,20대에게 주는 조언 (팔란티어 CEO 알렉스 카프),인간지능 | Human Intelligence,https://www.youtube.com/watch?v=4SszTTMGbyk,성장을 위한,학습·생각·글쓰기 / 고객·설득·브랜드,영상 직접 분석,20대에 성공하려면 화려한 사교 생활보다는 자신의 적성과 능력 개발에 집중해야 합니다. 자신이 잘하는 일을 찾아 그에 맞춰 삶을 설계하고 자유와 행복을 추구하는 것이 중요합니다.,,없음,,,,sources/youtube/01-growth.md#4SszTTMGbyk
NS7mpvJwEv8,YouTube 영상,인생에서 가장 중요한 능력은..,미엠지 Me:MZ,https://www.youtube.com/watch?v=NS7mpvJwEv8,성장을 위한,학습·생각·글쓰기 / 가치·관계·삶,영상 직접 분석,젊을 때 배워야 할 가장 중요한 기술은 자신에게만 매몰되지 않고 타인을 관찰하는 능력입니다. 주변 사람들의 성향과 권력 관계를 예리하게 파악하면 인생이라는 게임을 훨씬 수월하게 풀어나갈 수 있습니다.,,없음,,,,sources/youtube/01-growth.md#NS7mpvJwEv8
1zBpozANCR0,YouTube 영상,누구든 1000% 바꿀 뇌 개조법 (공유 금지) | 존 아사라프,민팍의 마음너머,https://www.youtube.com/watch?v=1zBpozANCR0,성장을 위한,학습·생각·글쓰기 / 실행·지속·회복,영상 직접 분석,존 아사라프는 목표 달성을 위해 단순한 관심이 아닌 헌신이 필요함을 강조하며 뇌의 신경 패턴을 재설계하는 방법을 제시합니다. 매일 목표를 시각화하고 긍정적인 신념을 반복함으로써 실제적인 삶의 변화와 경제적 성공을 이룰 수 있다고 설명합니다.,,없음,,,,sources/youtube/01-growth.md#1zBpozANCR0
ccyjOcYcmqQ,YouTube 영상,왜 빨리 배우는 것이 당신을 더 성공적으로 만드는가 (나를 따라해 보세요),Dan Martell,https://www.youtube.com/watch?v=ccyjOcYcmqQ,"성장을 위한 / 학습, 배움",학습·생각·글쓰기 / 고객·설득·브랜드 / 실행·지속·회복,자막 기반 요약,"성공을 앞당기기 위해서는 단순히 지식을 습득하는 것이 아니라, 명확한 목표 설정과 기술 트리 매핑을 통해 학습 속도를 10배 높여야 합니다. 배운 내용을 타인에게 가르치고 피드백을 수용하는 과정을 통해 지식을 완전히 자신의 것으로 만드는 것이 핵심입니다.",,없음,,,,sources/youtube/01-growth.md#ccyjOcYcmqQ
_1XhDHwRg0I,YouTube 영상,이 13권의 책 덕분에 저는 수백만장자 CEO가 되었습니다.,Dan Martell,https://www.youtube.com/watch?v=_1XhDHwRg0I,성장을 위한,학습·생각·글쓰기 / 고객·설득·브랜드 / 실행·지속·회복,영상 직접 분석,"댄 마텔은 1억 달러 규모의 비즈니스 제국을 건설하는 데 결정적인 도움을 준 13권의 필독서를 소개합니다. 부의 마인드셋부터 생산성, 사업 확장 및 자산 보호까지 인생의 단계별로 필요한 지혜를 강조합니다.",,없음,,,,sources/youtube/01-growth.md#_1XhDHwRg0I
jffXuIy-iVs,YouTube 영상,성공하기 위해 꼭 갖춰야 할 6가지 기술,Dan Martell,https://www.youtube.com/watch?v=jffXuIy-iVs,성장을 위한,고객·설득·브랜드 / 실행·지속·회복 / 가치·관계·삶,영상 직접 분석,"성공의 핵심인 존중을 얻기 위해 즉각적인 소통과 외모 관리, 확신 있는 태도가 중요함을 강조합니다. 타인의 시선보다 자신의 가치관에 집중하며 일관된 진정성을 유지하는 것이 존중받는 삶의 비결입니다.",,없음,,,,sources/youtube/01-growth.md#jffXuIy-iVs
G5Nqcu9tyqQ,YouTube 영상,빚300억에서 자산7조를 만든 ‘한마디’ 💵,1%의성장,https://www.youtube.com/watch?v=G5Nqcu9tyqQ,성장을 위한,고객·설득·브랜드 / 가치·관계·삶,자막 기반 요약,막대한 부채를 극복하고 수조 원 가치의 기업을 일궈낸 자산가는 성공의 핵심으로 관계와 경청을 꼽았습니다. 주변에 똑똑하고 성공한 사람들을 두며 그들의 목소리에 귀를 기울이는 태도가 비즈니스의 성패를 결정한다고 강조합니다.,,없음,,,,sources/youtube/01-growth.md#G5Nqcu9tyqQ
8lakAE_AZM0,YouTube 영상,꿈의 사업을 만드는 방법 (feat. Gary Vee & Patrick Bet-David),Dan Martell,https://www.youtube.com/watch?v=8lakAE_AZM0,성장을 위한,고객·설득·브랜드 / 실행·지속·회복 / 가치·관계·삶,영상 직접 분석,"꿈의 사업을 구축하려면 타인이 과하다고 느낄 정도의 집착과 장기적인 목표에 맞춘 삶의 설계가 필요합니다. 멘토링과 비즈니스 실행 순서의 중요성을 강조하며, 자신의 아픔을 치유하고 타인을 돕는 과정이 진정한 성공임을 보여줍니다.",,없음,,,,sources/youtube/01-growth.md#8lakAE_AZM0
teugguggmuc,YouTube 영상,Scale AI 창업자 알렉산더 왕,BZCF | 비즈까페,https://www.youtube.com/watch?v=teugguggmuc,성장을 위한,고객·설득·브랜드 / 실행·지속·회복,자막 기반 요약,알렉산더 왕은 성공의 핵심 요소로 업무에 대한 깊은 애정과 영혼을 담은 몰입도를 꼽습니다. 이러한 태도는 기업이 더 빠르게 학습하고 변화에 적응하며 성과를 내는 원동력이 됩니다.,,없음,,,,sources/youtube/01-growth.md#teugguggmuc
fXyRprdoEoE,YouTube 영상,목표를 실제로 달성하기 위한 시스템을 구축하는 방법,Justin Sung,https://www.youtube.com/watch?v=fXyRprdoEoE,성장을 위한,학습·생각·글쓰기 / 실행·지속·회복,영상 직접 분석,"의지력이나 동기부여에 의존하기보다 목표 달성을 위한 자동화된 프로세스를 구축하는 '시스템 사고'의 중요성을 강조합니다. 전체론적 관점, 반복 가능성, 근본 원인 해결이라는 세 가지 원칙을 통해 바쁜 일상 속에서도 지속 가능한 성장을 이룰 수 있습니다.","이전 영상 분석 응답은 Justin Sung이 의지력 의존을 줄이는 과정, 반복 가능성, 임시방편 대신 근본 원인을 다루는 방식을 강조한다고 정리했다. 이번에는 원 분석 응답의 VIDEO 입력 기록만 확인했다.",기존 영상 분석 응답만 검토,레퍼런스 운영을 거창한 자동화부터 시작하지 않고 ‘한 편 선택 → 내 질문 한 줄 → 근거 위치 한 개 → 내 사례 또는 빈칸’ 정도의 최소 반복으로 시험할 수 있다. 도구를 늘려도 이 한 번의 전환이 안 되면 병목은 도구 밖에 있을 수 있다는 가설을 세운다.,최소 행동의 크기와 루틴은 개인·시기별로 달라진다. 시스템 구축 자체가 또 다른 준비 작업이 되지 않게 실제 글 한 편에 연결해 본다. 위의 네 단계는 화자가 제시한 절차가 아니라 이 문서의 적용 제안이다.,"내가 가장 바쁜 날에도 남길 수 있는 글감의 최소 단위는 무엇이며, 그 단위를 막는 실제 장애물은 무엇인가?",sources/youtube/01-growth.md#fXyRprdoEoE
MD46WoafgSw,YouTube 영상,사자처럼 일하라,성공한스푼,https://www.youtube.com/watch?v=MD46WoafgSw,성장을 위한,실행·지속·회복,자막 기반 요약,화자는 사자나 운동선수처럼 평소에는 충분히 휴식하다가 중요한 일에 몰입하는 삶의 방식을 강조합니다. 기계적인 규칙에 얽매이기보다 자유로운 상태에서 영감을 얻고 에너지를 쏟는 것이 더 효율적이라고 주장합니다.,,없음,,,,sources/youtube/01-growth.md#MD46WoafgSw
U4PsIm9dDvs,YouTube 영상,넌 똑똑한 아이였어. 그런데 왜 지금은 이렇게 길을 잃은 기분이 드는 거야?,Let's Talk Psychology Podcast,https://www.youtube.com/watch?v=U4PsIm9dDvs,성장을 위한,학습·생각·글쓰기 / 실행·지속·회복 / 가치·관계·삶,영상 직접 분석,"어린 시절 '똑똑함'을 정체성으로 삼았던 아이들이 성인이 되어 겪는 고립감과 심리적 어려움의 원인을 분석합니다. 실패를 두려워하며 도전을 피하는 악순환을 끊고, 성장을 지향하는 새로운 정체성을 형성할 것을 강조합니다.",,없음,,,,sources/youtube/01-growth.md#U4PsIm9dDvs
dCHGoXBlReM,YouTube 영상,성공하려면 바꿔라 🤫,1%의성장,https://www.youtube.com/watch?v=dCHGoXBlReM,성장을 위한,고객·설득·브랜드 / 실행·지속·회복 / 가치·관계·삶,영상 직접 분석,"필립 화이트는 성공을 위해 자신이 가장 똑똑할 필요는 없으며, 주변의 현명한 사람들을 활용하고 경청하는 태도가 중요하다고 강조합니다. 또한 타인의 의심에 흔들리지 않고 자신의 비전을 끝까지 밀고 나가는 정신력을 성공의 핵심으로 꼽습니다.",,없음,,,,sources/youtube/01-growth.md#dCHGoXBlReM
2mFfSRq3ao8,YouTube 영상,내가 노력을 안 했던 이유,주언규 joo earn gyu,https://www.youtube.com/watch?v=2mFfSRq3ao8,"성장을 위한 / 인생수업, 위기의 때",학습·생각·글쓰기 / 실행·지속·회복,영상 직접 분석,노력은 억지로 쥐어짜는 것이 아니라 확신의 크기에 비례하여 자연스럽게 발생하는 결과입니다. 무작정 노력하기보다 확신을 키우는 시도를 먼저 하는 것이 성공의 핵심이라고 화자는 주장합니다.,,없음,,,,sources/youtube/01-growth.md#2mFfSRq3ao8
XtQEoXJW9bw,YouTube 영상,날 우울하게 만드는 것들,주언규 joo earn gyu,https://www.youtube.com/watch?v=XtQEoXJW9bw,"성장을 위한 / 인생수업, 위기의 때",학습·생각·글쓰기 / 실행·지속·회복,영상 직접 분석,"화자는 만성 우울증을 극복한 경험을 바탕으로 우울함을 유발하는 다섯 가지 상황을 분석합니다. 이를 해결하기 위해 자신의 상태를 직접 써보고, 때로는 힘든 상황에서 도망치는 것도 방법이라고 조언합니다.",,없음,,,,sources/youtube/01-growth.md#XtQEoXJW9bw
kWY9mNMz4iI,YouTube 영상,워런 버핏이 말하는 '진정한 성공',내일은 투자왕 - 김단테,https://www.youtube.com/watch?v=kWY9mNMz4iI,"성장을 위한 / 학습, 배움",학습·생각·글쓰기 / 고객·설득·브랜드 / 가치·관계·삶,영상 직접 분석,"워런 버핏은 진정한 성공을 사랑받는 것으로 정의하며, 자신에 대한 투자와 올바른 관계 맺기의 중요성을 강조합니다. 특히 의사소통 능력 향상과 건강한 심신 관리가 인생의 가치를 높이는 핵심이라고 조언합니다.",,없음,,,,sources/youtube/01-growth.md#kWY9mNMz4iI
X_fZwFso2JE,YouTube 영상,박진영이 말하는 재능있는사람 이기는 방법,꿀딸기,https://www.youtube.com/watch?v=X_fZwFso2JE,성장을 위한,실행·지속·회복,영상 직접 분석,박진영은 매일 반복되는 지루함을 이겨내는 성실함이 성공의 핵심이라고 강조합니다. 타고난 재능이 있는 사람도 꾸준함이 없다면 장기적으로는 성실한 사람을 이길 수 없다고 말합니다.,,없음,,,,sources/youtube/01-growth.md#X_fZwFso2JE
gdpjWRd3-T8,YouTube 영상,헬창들이 주 1회는 꼭 해야 되는 동작,짐토크 GYM TALK,https://www.youtube.com/watch?v=gdpjWRd3-T8,성장을 위한,별도 확인·배경,영상 직접 분석,"근육 고립 운동에만 치중하면 신체 기능성이 저하될 수 있으므로 주 1회 복합 기능성 운동이 필요합니다. 영상의 동작은 엉덩이, 어깨, 코어 등 전신 근육과 균형 감각을 동시에 활성화하는 데 효과적입니다.",,없음,,,,sources/youtube/01-growth.md#gdpjWRd3-T8
xMHi0yBNr6k,YouTube 영상,해결해야 할 문제에 집중하기,코워크시티,https://www.youtube.com/watch?v=xMHi0yBNr6k,성장을 위한,고객·설득·브랜드 / 실행·지속·회복 / 가치·관계·삶,영상 직접 분석,마크 큐반은 사업에서 좋은 소식보다 나쁜 소식을 먼저 듣는 것을 선호한다고 강조합니다. 이는 발생한 문제와 장애물을 정확히 파악해야 실질적인 도움을 줄 수 있기 때문입니다.,이전 영상 분석 응답은 마크 큐반이 좋은 소식보다 나쁜 소식을 먼저 듣고 장애물을 알아야 실질적으로 도울 수 있다고 말한다고 정리했다. 이번에는 해당 짧은 영상의 원 분석 응답을 확인했으며 실제 발언은 재시청하지 않았다.,기존 영상 분석 응답만 검토,"후기나 업무 글을 ‘무엇을 달성했다’에서만 시작하지 않고 ‘어디서 막혔고, 무슨 정보나 도움이 부족했는가’에서 시작하면 독자가 자신의 문제와 연결하기 쉽다. 막힘 → 시도 → 결과 → 남은 질문의 흐름은 현장 사례를 쓰는 편집 제안이다.",나쁜 소식을 들었을 때 비난하는 환경에서는 솔직한 보고를 요구하는 것만으로 작동하지 않는다. 좋은 결과가 생긴 조건도 학습 자료다. 고객·팀의 실제 사례가 없으면 경험담을 만들어 쓰지 말고 질문형 글로 남긴다.,"최근 순조롭게 보이던 일에서 실제로 가장 막혔던 단계는 무엇이며, 그때 필요한 도움을 한 문장으로 말할 수 있는가?",sources/youtube/01-growth.md#xMHi0yBNr6k
cxIwfWqSFMM,YouTube 영상,실행하는 사람의 중요성 | 스티브 잡스,코워크시티,https://www.youtube.com/watch?v=cxIwfWqSFMM,성장을 위한,고객·설득·브랜드 / 실행·지속·회복,영상 직접 분석,"스티브 잡스는 진정으로 세상을 바꾸는 사람은 사고와 실행을 동시에 하는 사람이라고 강조합니다. 레오나르도 다빈치처럼 예술과 과학, 생각과 행동을 결합할 때 비로소 탁월한 결과가 나타납니다.",,없음,,,,sources/youtube/01-growth.md#cxIwfWqSFMM
'-J67gSxjY2M,YouTube 영상,고통 스러운 일들 (손주은),BZCF | 비즈까페,https://www.youtube.com/watch?v=-J67gSxjY2M,성장을 위한,실행·지속·회복 / 가치·관계·삶,자막 기반 요약,손주은 회장은 쉽고 재미있는 일보다 고통스럽고 힘든 일이 인생에서 더 가치 있다고 강조합니다. 진정한 환희와 의미를 찾기 위해서는 고통을 선택할 줄 아는 지혜가 필요하다고 조언합니다.,,없음,,,,sources/youtube/01-growth.md#-J67gSxjY2M
